strategy,split,vol_window_seconds,vol_floor,sigma_multiplier,score,final_pnl,max_drawdown,turnover,fill_count,final_inventory,max_abs_inventory,avg_abs_inventory,avg_quoted_spread_ticks
avellaneda_stoikov_mid,validation,600.0,0.05,2.0,-37.07086300139308,-33.663448550000055,34.07045360000004,132567.32404410004,1649,-4803.0,24563.0,3690.913930204294,118.55388622026737
avellaneda_stoikov_mid,validation,600.0,0.1,2.0,-37.07086300139308,-33.663448550000055,34.07045360000004,132567.32404410004,1649,-4803.0,24563.0,3690.913930204294,118.55388622026737
avellaneda_stoikov_mid,validation,600.0,0.2,1.0,-77.19292830284263,-70.05637235000069,71.35668815000056,308115.01638160006,3881,-5041.0,59381.0,8871.378418889983,90.25954627003877
avellaneda_stoikov_mid,validation,600.0,0.1,1.0,-77.19292830284263,-70.05637235000069,71.35668815000056,308115.01638160006,3881,-5041.0,59381.0,8871.378418889983,90.25954627003877
avellaneda_stoikov_mid,validation,600.0,0.05,1.0,-77.19292830284263,-70.05637235000069,71.35668815000056,308115.01638160006,3881,-5041.0,59381.0,8871.378418889983,90.25954627003877
avellaneda_stoikov_mid,validation,60.0,0.2,1.0,-77.24915568287116,-70.07501635000004,71.73300550000006,305723.5543031001,3850,-3399.0,57542.0,8387.828711152266,90.29036981306788
avellaneda_stoikov_mid,validation,60.0,0.1,1.0,-77.24915568287116,-70.07501635000004,71.73300550000006,305723.5543031001,3850,-3399.0,57542.0,8387.828711152266,90.29036981306788
avellaneda_stoikov_mid,validation,60.0,0.05,1.0,-77.24915568287116,-70.07501635000004,71.73300550000006,305723.5543031001,3850,-3399.0,57542.0,8387.828711152266,90.29036981306788
avellaneda_stoikov_mid,validation,180.0,0.1,1.0,-79.41107230079032,-72.06578724999952,73.4442030499996,304185.67179210036,3831,-5733.0,59139.0,8647.457908443776,90.28295040222235
avellaneda_stoikov_mid,validation,180.0,0.05,1.0,-79.41107230079032,-72.06578724999952,73.4442030499996,304185.67179210036,3831,-5733.0,59139.0,8647.457908443776,90.28295040222235
avellaneda_stoikov_mid,validation,180.0,0.2,1.0,-79.41107230079032,-72.06578724999952,73.4442030499996,304185.67179210036,3831,-5733.0,59139.0,8647.457908443776,90.28295040222235
avellaneda_stoikov_mid,validation,300.0,0.2,1.0,-80.0827350704761,-72.69419610000008,73.87645175000009,305945.97420670144,3852,-4292.0,68765.0,8937.954760113433,90.27974998553157
avellaneda_stoikov_mid,validation,300.0,0.05,1.0,-80.0827350704761,-72.69419610000008,73.87645175000009,305945.97420670144,3852,-4292.0,68765.0,8937.954760113433,90.27974998553157
avellaneda_stoikov_mid,validation,300.0,0.1,1.0,-80.0827350704761,-72.69419610000008,73.87645175000009,305945.97420670144,3852,-4292.0,68765.0,8937.954760113433,90.27974998553157
avellaneda_stoikov_mid,validation,180.0,0.2,0.5,-94.3916146530047,-85.20266809999939,91.86847719999938,395242.3229179995,4990,-1294.0,100149.0,20988.33005382256,83.20373403399522
avellaneda_stoikov_mid,validation,180.0,0.05,0.5,-94.3916146530047,-85.20266809999939,91.86847719999938,395242.3229179995,4990,-1294.0,100149.0,20988.33005382256,83.20373403399522
